,hpi_change_percent,zip_code
2894,252.5999908370367,34983.0
2919,397.26296582216287,85031.0
2930,233.33333333333331,34984.0
2934,252.730961298377,85354.0
2979,256.2382592360676,85029.0
2986,226.74520069808028,34982.0
3016,416.8436670310791,85363.0
3036,215.98904571308194,94565.0
3055,251.02589766045287,33403.0
3072,322.7038994429367,48030.0
3111,208.94838506805624,33405.0
3152,225.98058768780743,34950.0
3172,262.408196572672,85027.0
3173,231.38089222791038,34951.0
3243,506.1735474006116,85035.0
3388,211.6046831955923,34291.0
3389,368.6358364743403,85040.0
3417,277.4910160078406,85345.0
3451,330.5755700601848,85037.0
3525,210.60618694238303,34987.0
3555,292.1351652432232,85353.0
3583,279.59375451785456,95824.0
3625,426.05851353807014,85033.0
3661,214.50451830295603,85351.0
3722,358.1047574771424,85017.0
3747,255.91837902810371,85006.0
3771,233.41339738457432,85378.0
3778,210.9122983870968,33435.0
3789,230.6778822365166,33460.0
3795,211.54531417032908,85388.0
3806,290.8691903754213,34690.0
3850,266.2241887905605,34691.0
3858,252.18982275586046,33461.0
3884,237.68944099378882,85392.0
3894,211.10278131793993,33462.0
3913,278.615104941332,34668.0
3921,221.43000737117208,34608.0
3941,226.77501081381695,48021.0
3951,277.4289722904244,85009.0
3955,232.29018984058922,95828.0
3999,210.25216138328528,34609.0
4066,213.80154577312655,34667.0
4085,258.39455994997655,34606.0
4097,237.15318256003727,85015.0
4106,236.9268558951965,95842.0
4107,221.83804550093038,34652.0
4122,213.8214087631725,85379.0
4136,263.17063647012884,85008.0
4137,246.1961574217539,34653.0
4171,217.51032448377578,34753.0
4275,253.56011899049997,33407.0
4293,246.0459457525227,34769.0
4299,211.49954337899544,33406.0
4328,233.5997094079186,33409.0
4348,292.4759821173785,34759.0
4358,285.94210914454277,34758.0
4389,361.41457745309657,85019.0
4490,232.22629573718638,34741.0
4524,272.19793591419176,34743.0
4534,214.46190788037546,33470.0
4536,239.49320554060256,33413.0
4543,225.9030387972224,33417.0
4572,243.6452334666031,33415.0
4761,223.11553363860514,85122.0
4811,281.6214310891787,85120.0
4812,237.80645161290323,33142.0
4866,212.7475176490845,94585.0
4954,288.72152828802353,85323.0
4955,224.78483454518476,33150.0
5030,242.81661318078233,95832.0
5066,242.48240563019831,34205.0
5089,219.68351987649555,85139.0
5104,229.71685393258426,84104.0
5106,244.4905409890475,85307.0
5126,218.04891255301868,33604.0
5149,227.46632456703014,85138.0
5154,220.80747110073457,92201.0
5175,231.1542438199079,85306.0
5209,239.2868265337901,33607.0
5218,238.3715052300035,33068.0
5242,261.69449127195605,94590.0
5313,286.10870372663123,85128.0
5350,242.34392171228214,95820.0
5377,226.6640055882647,85123.0
5404,268.879123561903,94589.0
5433,253.00071275837496,33127.0
5436,261.55920281359903,34207.0
5447,232.27008659432198,33602.0
5487,233.22848155561914,33603.0
5519,217.85399622404023,85339.0
5531,213.08885345702276,34266.0
5552,214.26910646608854,92113.0
5759,230.65444629601575,34287.0
5819,312.2824589958683,85041.0
5855,214.9075181742891,33189.0
5884,295.1884253028264,85043.0
5917,250.28816933878232,95823.0
5953,225.27457250104266,34286.0
5956,293.9314560139707,85042.0
5995,216.29792496908067,34234.0
6048,230.86608471780843,85053.0
6083,217.36625299822714,33161.0
6159,261.4249425426394,33162.0
6166,242.83692960735763,85326.0
6217,232.14381149034375,94509.0
6259,212.57442003695337,33177.0
6316,288.12468128505867,85051.0
6348,261.5626699821276,34237.0
6352,220.86856665622716,33169.0
6363,325.63641525503925,85335.0
6390,217.71258819160784,85706.0
6416,228.4217063892555,93552.0
6442,289.89816700611,89115.0
6454,233.06581059390047,80623.0
6479,219.50542005420056,95322.0
6503,239.98148779656063,89508.0
6557,226.44911405930014,93610.0
6689,277.0579301366891,89108.0
6709,229.91654825992111,80219.0
6752,229.12377304285366,95341.0
6851,283.6304401278584,89110.0
6893,223.43877135882832,30008.0
6909,289.6373679154659,89122.0
6938,248.51582950560572,89121.0
6953,240.17739196074726,89503.0
6956,245.6600445599703,93591.0
7006,245.6117480157969,89502.0
7010,244.18312950768265,78615.0
7018,210.50326271565208,30016.0
7061,219.85413985413987,30011.0
7097,217.2774408999033,93560.0
7123,269.2948190789474,89506.0
7140,259.43871706758307,89119.0
7232,230.08738536078906,89120.0
7302,218.12930593579836,95215.0
7329,250.5413664315086,95660.0
7340,227.3852451028165,89061.0
7415,229.21265636497426,89060.0
7469,267.3058013765978,89081.0
7504,209.32417628718292,93638.0
7671,210.8837289400419,92587.0
7717,233.71126228269083,95365.0
7754,210.44698880910798,89523.0
7793,311.90567379766924,89104.0
7848,292.6983035304906,80216.0
7866,238.07948731200577,89103.0
7925,222.55473899537841,94806.0
7933,239.47199999999998,89510.0
7942,320.3762351152775,89107.0
7973,319.3084397028005,89106.0
8005,248.96654591945452,98377.0
8040,525.4172204991879,89101.0
8086,254.36036107686803,95210.0
8206,287.5311928131758,89512.0
8230,232.8812559887964,93635.0
8231,233.62637362637363,89102.0
8277,215.20688242523553,89183.0
8355,270.94946401225116,89169.0
8389,208.90354492992574,30083.0
8403,209.0344776007778,89436.0
8432,254.97034400948993,89403.0
8537,217.6422858467602,78721.0
8621,276.45640432098764,89156.0
8657,221.48633349506713,78724.0
8694,220.31087832782217,78758.0
8745,235.6741939694557,89429.0
8786,221.29534740725558,78741.0
8799,236.54095526258914,78744.0
8828,208.5264900662252,30106.0
8869,280.62397372742197,89431.0
8923,281.4545788892975,89433.0
8948,276.67123496269227,89408.0
8963,222.94034758102396,95330.0
9029,232.1995898838004,78753.0
9106,240.10241269548368,89434.0
9111,269.25965329494966,30093.0
9218,251.34661025693944,93543.0
9315,251.4525993883792,93535.0
9356,214.904181184669,95336.0
9357,225.02554575011607,30034.0
9427,209.02187120291615,89129.0
9472,209.21662546353522,32114.0
9503,233.3636115905168,89128.0
9561,228.28937220422645,89130.0
9562,247.44168894625238,93550.0
9652,293.21841972823347,93505.0
9673,219.3502957468782,30058.0
9678,239.41051888457466,89145.0
9748,229.79814335060448,80239.0
9801,216.89930475292948,90063.0
9859,215.0986649885378,30044.0
9871,265.24794810045705,93534.0
9970,216.63632225762404,89143.0
10035,265.49431489689727,89142.0
10064,236.6066206573868,30046.0
10094,311.9619453130198,83605.0
10098,295.97018402049855,95205.0
10128,221.37742481447728,97754.0
10167,226.94072420634922,92411.0
10183,222.2635154752918,83607.0
10193,211.54221307033706,93905.0
10302,229.65076071922542,95315.0
10309,273.92559332905705,30297.0
10338,372.25670699631775,83626.0
10352,244.788570332726,83628.0
10371,240.41724617524338,83639.0
10392,250.1323833822751,92405.0
10394,216.69457303260123,80022.0
10406,228.52058097479764,83634.0
10433,213.248421510995,83617.0
10437,251.58067508741883,92408.0
10448,280.34824073405105,92410.0
10491,282.2176251551511,30296.0
10540,250.28655943797372,95206.0
10649,369.0968443960827,30273.0
10684,214.1924473099637,95376.0
10706,365.8766233766234,30274.0
10735,212.19449556991825,92530.0
10900,246.86482237113017,97756.0
10932,218.18675563486835,93728.0
10936,213.962962962963,90003.0
11008,234.17598444336411,83704.0
11029,219.9577899236972,93960.0
11046,268.5956644674835,95388.0
11065,247.16894698265332,83705.0
11185,228.23232803729425,83703.0
11199,227.98187362840937,83706.0
11206,227.61333177951286,83713.0
11296,232.42953776775653,83714.0
11333,220.42225789840367,83709.0
11376,242.69891271212276,32725.0
11381,216.69047928302382,90016.0
11392,233.83066472586123,95203.0
11423,223.0105748212914,93927.0
11433,226.37190341799936,97739.0
11438,253.76673898406526,92395.0
11459,227.26137191631105,83646.0
11470,226.47689667851452,95204.0
11494,307.2363356428022,83651.0
11496,239.49540423935474,92394.0
11564,218.00079550539454,92404.0
11572,257.53256560317163,83641.0
11588,242.19400711020822,83642.0
11595,253.93643914770678,83644.0
11650,247.9989060078403,83676.0
11672,212.80247390800156,92386.0
11718,264.8830295980354,83687.0
11743,271.24357389210655,83686.0
11757,236.58988615303147,83669.0
11760,238.6539107082914,92392.0
11761,247.54970138263928,83660.0
11871,224.84624176781148,92553.0
11889,220.90200621346955,95207.0
11951,214.14244781006963,92582.0
11962,276.90432914738926,94804.0
12014,223.0365044247788,92571.0
12037,217.94705424344667,89002.0
12085,220.9922287438108,95673.0
12107,243.4083384012433,92583.0
12136,275.74545869987435,30260.0
12145,217.05807996806598,92551.0
12200,217.3362189458497,89706.0
12210,243.88978686614297,93702.0
12255,241.9725723784458,89015.0
12303,225.87731047414945,93701.0
12334,224.35312860517496,89014.0
12477,238.45497556813774,93703.0
12518,251.41805154741763,89011.0
12564,222.11330990691079,92586.0
12569,209.7140777287985,92544.0
12579,214.44349483926104,48091.0
12675,250.78627180899906,92543.0
12683,269.2647926086102,89031.0
12732,237.58101665863197,80010.0
12801,218.97510133178923,92545.0
12833,218.91604675876724,80011.0
12888,258.6926793691312,30238.0
12906,262.0778951729853,89032.0
12911,210.36427956783632,32502.0
12952,456.31284916201116,89030.0
