,hpi_change_percent,zip_code,lat,lon
0,267.9889361127977,78727.0,30.426108387,-97.71296346
1,267.3580107374965,15201.0,40.475488277,-79.953281839
2,253.59394703657003,33054.0,25.911305088,-80.245978576
3,262.5154727947904,85250.0,33.524029061,-111.899442072
4,277.98320497355485,90037.0,34.004800691,-118.283785657
5,259.7173793356579,83644.0,43.7046344,-116.612508733
6,299.19,19122.0,39.980108057,-75.140150362
7,316.0627879517514,90031.0,34.071517723,-118.212410963
8,251.29101944244425,85251.0,33.4927222,-111.91031155
9,282.3879866155227,33034.0,25.443996862,-80.490467325
10,266.7009893898017,90033.0,34.04830979,-118.212454872
11,256.9742239418203,90041.0,34.130866758,-118.2095084
12,329.44560515551893,90042.0,34.109844736,-118.192912531
13,316.7672576386269,90032.0,34.071027465,-118.177345834
14,342.74275456456536,19125.0,39.97700899,-75.127443171
15,262.4382813320727,83703.0,43.653505301,-116.244904195
16,267.2641537950005,78753.0,30.377820576,-97.677421442
17,258.5508628913364,78756.0,30.315120309,-97.740372628
18,254.11,98266.0,48.924556738,-122.122845938
19,265.77236792571216,90220.0,33.884927692,-118.238430336
20,259.7040144496883,90221.0,33.891125253,-118.20675161
21,313.431217973985,78752.0,30.326247314,-97.701882615
22,259.8505309112434,90222.0,33.936045184,-118.171660232
23,259.6216245944013,83702.0,43.629396764,-116.206698772
24,253.01626084758612,78751.0,30.310406509,-97.723819513
25,264.7702477217302,83705.0,43.587539653,-116.227177689
26,280.7747947470269,78757.0,30.35062831,-97.726463297
27,248.42666154621608,78759.0,30.397221305,-97.755882533
28,277.42953840903266,78758.0,30.381173429,-97.707097242
29,260.89556326456085,90047.0,33.950968113,-118.303388391
30,339.4975888751822,78741.0,30.231027868,-97.720127546
31,264.8039984889432,90061.0,33.921251355,-118.273869985
32,255.24228681218017,90059.0,33.927102569,-118.246439315
33,265.1873526782086,78736.0,30.244023026,-97.925506903
34,266.9030894087158,78735.0,30.263594568,-97.866653215
35,261.8498487947499,90043.0,33.992021983,-118.345781665
36,271.1971237072218,90044.0,33.952557754,-118.288735157
37,253.07323584733936,83651.0,43.606180586,-116.619937519
38,260.80305292848846,78737.0,30.21188674,-97.930001462
39,335.51990071802146,98377.0,46.478064811,-121.839311872
40,268.3476439790576,78749.0,30.214137017,-97.857516655
41,256.13913244783987,78748.0,30.166066927,-97.827792683
42,283.01562399260706,90063.0,34.043097391,-118.18529685
43,265.23396270669645,78744.0,30.184489084,-97.740816077
44,290.9587781580426,90062.0,34.007353263,-118.305173836
45,255.86295473479595,96706.0,21.325166378,-158.017271222
46,270.012199761252,90065.0,34.103684641,-118.213960302
47,318.3548324724471,78745.0,30.208502209,-97.79218163
48,247.425666812418,83669.0,43.703512276,-116.489562246
49,256.74861708666253,98548.0,47.404205392,-123.146485991
50,261.2076703386373,84115.0,40.731754346,-111.886438217
51,288.290638099674,84111.0,40.751611861,-111.882452554
52,257.81633368384155,92277.0,34.122552264,-116.297903403
53,248.27108530022903,33607.0,27.961261054,-82.505950302
54,274.3665799459791,92262.0,33.84043659,-116.519028105
55,247.7022477022477,33605.0,27.96527414,-82.457783595
56,259.4142755513398,33602.0,27.951199196,-82.4566146
57,255.33357374684456,92408.0,34.07985859,-117.266986939
58,276.8779929954971,92411.0,34.116323642,-117.317932969
59,256.7150020327957,92410.0,34.098439314,-117.331620619
60,272.44637499440245,84098.0,40.722325583,-111.549430352
61,255.20999999999995,78242.0,29.361662155,-98.617293662
62,278.306228904572,14201.0,42.897397024,-78.883632492
63,263.244758148225,14213.0,42.916341136,-78.890360612
64,274.78060552874064,96792.0,21.44583262,-158.169781987
65,272.71260086902544,90006.0,34.050013557,-118.289917654
66,476.2132752992382,78702.0,30.268694971,-97.717507571
67,282.82461134223774,90007.0,34.030767602,-118.27925245
68,326.629529661747,33127.0,25.813893029,-80.205578309
69,261.7933889588357,90003.0,33.970257044,-118.275774569
70,254.04230989136653,83605.0,43.661159354,-116.679093917
71,285.25382048129285,33137.0,25.817380654,-80.189739615
72,256.93249503639976,90002.0,33.955396831,-118.248162823
73,348.88,83626.0,43.661090575,-116.822853825
74,448.06,78721.0,30.272728092,-97.684916478
