,hpi_change,zip_code
0,176.39999999999998,93908.0
1,153.62999999999994,45246.0
2,60.06999999999999,2071.0
3,67.94,43723.0
4,97.99000000000001,44095.0
6,44.359999999999985,25442.0
7,223.87999999999994,85268.0
8,94.07999999999998,48706.0
9,262.8900000000001,11801.0
10,62.99000000000001,13069.0
11,106.43,30179.0
12,88.18,64029.0
13,91.13999999999999,79932.0
14,104.50000000000003,30554.0
15,103.25999999999999,30145.0
16,96.5,21788.0
17,80.99000000000001,24141.0
18,84.72999999999999,2561.0
19,113.85000000000002,27518.0
20,92.39999999999998,14626.0
21,267.27,11803.0
22,66.97,24557.0
23,66.28,55983.0
24,358.0999999999999,80002.0
25,95.32,64024.0
26,29.0,60964.0
27,50.349999999999994,1253.0
28,258.98999999999995,85035.0
29,60.94,64053.0
30,175.0,85345.0
31,110.53999999999996,21239.0
32,78.38999999999999,44077.0
33,122.61000000000001,53142.0
34,150.08000000000004,2190.0
36,66.94,52761.0
37,79.39999999999998,64154.0
38,31.329999999999984,61012.0
39,123.04000000000002,45241.0
41,279.2099999999999,98531.0
42,77.45999999999998,21903.0
43,71.47000000000003,30178.0
44,173.99,64052.0
45,75.15,5763.0
46,575.6699999999998,98155.0
47,100.85999999999999,30147.0
48,148.65999999999997,48328.0
49,237.82000000000005,80233.0
50,55.20000000000002,43620.0
51,66.14000000000004,15071.0
52,255.47000000000003,98660.0
53,79.72000000000003,13206.0
54,68.61000000000001,21904.0
55,376.03,98444.0
56,94.0,45417.0
57,157.19999999999993,55410.0
58,166.6300000000001,94611.0
59,168.32999999999998,13041.0
60,552.1099999999999,98021.0
61,125.32000000000002,85249.0
62,188.59000000000003,8053.0
63,117.99999999999994,53143.0
64,28.909999999999997,60624.0
65,77.60999999999999,27509.0
66,160.41000000000003,12817.0
68,182.7800000000001,2127.0
69,343.1299999999999,93905.0
70,99.66,45416.0
71,204.20000000000005,27517.0
72,304.64999999999986,80224.0
73,83.85000000000002,13209.0
74,195.19000000000005,97086.0
75,105.32,30607.0
76,104.32000000000005,44094.0
77,345.68999999999994,85029.0
78,126.12,96019.0
79,76.69000000000003,64040.0
80,93.89999999999998,21791.0
81,67.09000000000003,44086.0
82,92.50999999999996,30564.0
84,226.18000000000006,98626.0
85,92.82000000000002,30171.0
86,48.06,6249.0
87,213.68999999999994,27514.0
88,75.84,4344.0
89,76.36000000000001,48708.0
90,91.58999999999997,21797.0
91,382.74,93906.0
92,208.12,80229.0
93,104.62,64048.0
94,106.75000000000003,30165.0
95,71.25,64037.0
96,76.00999999999999,44089.0
97,69.16000000000003,30170.0
98,113.96000000000004,45243.0
99,142.29000000000002,7008.0
100,291.44000000000005,27511.0
101,608.5800000000002,98006.0
102,46.09,64156.0
103,103.89999999999998,13207.0
104,65.28,13208.0
105,129.22999999999996,45244.0
106,238.26999999999998,90035.0
107,48.139999999999986,24151.0
108,156.95999999999992,48329.0
109,170.65999999999997,60641.0
110,97.41000000000003,43701.0
111,136.86999999999998,98569.0
112,60.72999999999999,25428.0
113,515.95,95121.0
114,119.17999999999995,48823.0
115,188.43,85353.0
116,255.95000000000005,89460.0
117,72.77000000000001,30567.0
118,153.33999999999997,3842.0
119,47.26000000000002,14706.0
120,58.53999999999999,3745.0
122,59.360000000000014,12803.0
123,60.76999999999998,24556.0
124,334.5999999999999,93907.0
125,101.04000000000002,30173.0
126,61.33000000000001,79935.0
127,261.71000000000004,11510.0
128,38.83000000000001,61010.0
129,57.47999999999999,93640.0
130,87.13000000000002,6340.0
131,67.61000000000001,61008.0
132,349.23,85281.0
133,503.2900000000001,85250.0
134,148.7,27513.0
135,65.27999999999997,15068.0
136,53.41,30565.0
138,131.17000000000002,8035.0
140,135.32,2562.0
141,117.13,3857.0
142,377.89,80228.0
143,277.93999999999994,95240.0
144,69.25,14710.0
145,339.60000000000014,98388.0
146,97.50999999999999,1225.0
147,105.11000000000007,21286.0
148,179.39999999999998,2339.0
149,242.23000000000002,95841.0
150,39.01999999999998,50161.0
151,151.78999999999996,30168.0
152,219.57999999999998,85351.0
153,480.7600000000002,95123.0
154,226.2700000000001,2126.0
155,90.38000000000002,79936.0
156,428.22,98075.0
157,66.85999999999999,50220.0
158,101.94,55309.0
159,143.45000000000005,64155.0
160,448.8299999999999,85032.0
161,165.49,30566.0
162,23.689999999999998,21794.0
163,51.22999999999999,25430.0
164,44.379999999999995,21795.0
165,144.72000000000003,55127.0
166,255.76,89502.0
167,335.75,94589.0
168,83.38999999999999,60504.0
169,72.58999999999997,6081.0
170,51.46000000000001,24149.0
172,209.28999999999996,60623.0
173,101.15999999999997,44087.0
174,61.29000000000002,44090.0
175,146.3,30161.0
176,62.41,25438.0
177,204.05000000000007,7731.0
178,42.97,50225.0
179,207.34000000000003,27516.0
180,91.33999999999997,48820.0
181,1.3799999999999955,15067.0
182,84.85000000000002,60475.0
183,94.69999999999999,21244.0
184,311.97,80226.0
185,69.47,3470.0
186,35.34,44084.0
187,357.28999999999985,99362.0
188,317.0,89503.0
189,68.13,30563.0
191,85.23000000000002,93643.0
192,81.64000000000001,14731.0
193,150.28000000000003,27510.0
194,99.65000000000003,45387.0
195,24.70999999999998,55985.0
196,81.86000000000001,55411.0
197,162.86,2563.0
198,79.60999999999999,13076.0
200,170.71999999999997,46142.0
201,86.65,85354.0
202,31.790000000000006,24148.0
203,55.139999999999986,25427.0
204,64.31999999999996,64158.0
205,88.39000000000001,11792.0
206,60.26000000000002,30577.0
207,183.68999999999994,30152.0
208,78.43,14738.0
209,159.15000000000003,64030.0
210,102.68,45440.0
211,203.34000000000003,11722.0
212,218.19000000000005,89451.0
213,186.66999999999996,21401.0
215,109.74999999999994,24153.0
216,87.82,44081.0
217,167.66999999999985,94588.0
218,341.48,80232.0
219,174.70999999999998,8034.0
220,103.29999999999995,46074.0
221,62.28999999999999,30176.0
222,104.38,48301.0
223,75.22000000000003,24551.0
224,182.23000000000002,7720.0
225,228.73000000000002,96821.0
226,358.30000000000007,98188.0
227,135.69,21793.0
228,301.3499999999999,80231.0
229,218.62,95320.0
230,-237.62,90036.0
231,456.37,85251.0
232,82.49999999999997,21798.0
233,114.79999999999995,45242.0
234,80.82,5651.0
235,54.49000000000001,13077.0
236,69.59999999999997,79934.0
237,54.30000000000001,79938.0
238,46.349999999999994,43718.0
239,36.16,14712.0
240,289.74,11738.0
241,284.0100000000001,80227.0
242,219.02999999999997,55391.0
243,35.49000000000001,44085.0
