,hpi_change,zip_code
0,2140.9,98125.0
1,1884.91,91206.0
2,715.1,75081.0
3,662.49,30338.0
4,2371.84,94536.0
5,499.08000000000004,48336.0
6,461.55999999999995,38119.0
7,1799.62,92119.0
8,1785.33,94903.0
9,1838.3,91208.0
10,661.03,38117.0
11,578.53,48329.0
12,2012.69,92122.0
13,2079.41,92117.0
14,924.5,21012.0
15,398.32,45005.0
16,741.07,17601.0
17,463.22,60014.0
18,1905.59,91301.0
19,1348.54,11001.0
20,1227.84,20910.0
21,432.03,45013.0
22,1114.28,95831.0
23,1831.8,92115.0
24,2337.77,95060.0
25,2195.67,91214.0
26,556.25,60007.0
27,417.65,38134.0
28,781.56,75248.0
29,1083.17,80538.0
30,599.3,21085.0
31,250.70999999999998,61265.0
32,380.02,44691.0
33,593.93,48375.0
34,1278.08,80537.0
35,424.02,67401.0
36,1778.01,98208.0
37,1974.8000000000002,91107.0
38,1273.62,11040.0
39,319.44,39056.0
40,888.1,75080.0
41,488.32000000000005,79109.0
42,589.72,60004.0
43,455.91999999999996,44720.0
44,536.1,48346.0
45,1672.87,94539.0
46,755.09,21045.0
47,713.73,21044.0
48,828.84,30327.0
49,2284.58,95127.0
50,494.04999999999995,38138.0
51,1480.7,95405.0
52,700.82,30328.0
53,781.01,21042.0
54,773.52,20906.0
55,2188.0,98008.0
56,2087.91,94530.0
57,434.92999999999995,45014.0
58,550.43,48310.0
59,2136.43,91316.0
60,675.38,18042.0
61,2157.24,95003.0
62,1193.33,1701.0
63,826.0,20878.0
64,1690.36,91320.0
65,2359.68,95125.0
66,654.51,48237.0
67,523.37,75243.0
68,764.49,20855.0
69,995.6099999999999,20854.0
70,2162.12,98225.0
71,636.03,32119.0
72,1591.34,91324.0
73,576.83,60056.0
74,847.3,20853.0
75,764.97,32127.0
76,437.27,35226.0
77,734.37,32174.0
78,1609.8,91325.0
79,1582.35,94518.0
80,412.67999999999995,67217.0
81,1051.6,32176.0
82,632.79,60062.0
83,1562.37,94521.0
84,2404.31,90034.0
85,396.8,67218.0
86,1608.95,94901.0
87,2281.63,98006.0
88,707.15,20905.0
89,682.65,70808.0
90,1115.77,97401.0
91,739.44,20904.0
92,1696.64,91304.0
93,994.6800000000001,20902.0
94,1531.44,94526.0
95,926.52,20901.0
96,1736.72,91306.0
98,345.2,45042.0
99,1315.01,20895.0
100,1763.88,91307.0
101,1242.82,80501.0
102,530.0,48313.0
103,1186.27,97404.0
104,1766.75,94523.0
105,1633.25,94707.0
106,283.05,31204.0
107,354.21,99709.0
108,1145.59,97405.0
109,555.67,48312.0
