,hpi_change_percent,zip_code
94,101.06461294524038,32505.0
131,2.022263769060559,77077.0
322,96.56814302398706,98520.0
460,1.1390232485567158,16056.0
788,123.58584038911907,32811.0
984,-25.02498688806864,94925.0
1087,1.1107877376794684,77098.0
1098,95.93033913840513,77587.0
1428,101.72204521316951,68111.0
1480,-23.21420261529155,95032.0
1485,119.68223531023145,99169.0
1656,102.23584254143645,33034.0
1684,98.12105344216845,32626.0
1700,119.75308641975312,12567.0
1733,106.60141218664772,33619.0
1823,96.74636250639757,34753.0
1878,102.66005270500695,34667.0
1884,108.02687732679561,34668.0
1891,96.98404897010857,34669.0
1898,1.4714424007744442,17846.0
1918,106.59294081381012,34652.0
1922,107.29693371062764,34653.0
1950,124.29053294355745,34690.0
1956,118.39131008399669,34691.0
2062,99.16320051192439,92386.0
2138,103.36229427138517,34785.0
2219,124.70905717658965,34947.0
2300,121.0977955318834,37738.0
2313,109.75307366463477,54156.0
2333,107.89047219893826,34436.0
2366,99.98593991657683,34429.0
2375,106.28966455122394,34431.0
2474,94.94584837545126,34266.0
2548,-18.7153938245124,92014.0
2567,98.58670215206716,34482.0
2607,101.4912207006637,34608.0
2609,95.45523252884567,34604.0
2616,113.49816082320619,34606.0
2621,101.60076017834953,34607.0
2649,123.83217993079585,34453.0
2661,100.01910949742025,34465.0
2663,102.01092896174863,37391.0
2682,102.32209375453536,34448.0
2695,-0.17682748775184423,92007.0
2721,98.2001107624146,19132.0
2861,102.44885496183205,73119.0
2952,120.78394918274071,47273.0
2958,-2.246627551276274,92130.0
3041,136.34496919917862,92252.0
3057,97.50373692077726,35805.0
3069,126.84295316926838,92277.0
3078,102.85217666113614,35816.0
3226,163.2918122436579,92285.0
3233,109.94274809160305,92284.0
3316,97.69248519344667,72946.0
3393,100.65742368027077,92363.0
3428,97.8294573643411,92378.0
3454,120.09617129377608,92385.0
3785,105.42830247882019,12428.0
3949,-4.09473684210527,95014.0
4028,105.03755503755507,76534.0
4098,-1.5086804592600804,70339.0
4146,97.20481927710843,38562.0
4162,127.70265940403714,33573.0
4174,105.51363516018003,38581.0
4225,-3.73597647315108,38751.0
4371,95.26678141135972,77038.0
4468,-6.316298805225752,77057.0
4697,96.14267169438091,97360.0
4771,2.2000578962604314,20037.0
4841,0.13360053440213002,96813.0
4893,98.842164509126,33838.0
4895,100.8956122525777,33839.0
5032,126.52510865580983,33785.0
5050,100.30504714364946,33815.0
5105,103.6830176461065,91905.0
5233,94.73831123517097,37876.0
5323,-4.828603022484343,70788.0
5331,116.21908917981425,37863.0
5395,160.23634621526665,76115.0
5508,110.15895715307187,33605.0
5576,96.37186056810273,33614.0
5604,94.92839740923408,33610.0
5655,-0.8817496362984109,95008.0
5858,102.99478848082994,33711.0
5872,105.0796941816768,76064.0
5975,-8.8044656940063,94107.0
5982,-1.4383512176950706,94110.0
6022,-2.4861225935986817,61859.0
6025,99.66536530953708,83286.0
6036,95.49116198203419,83250.0
6037,-3.526239369425428,94121.0
6078,-2.2724243991108657,94122.0
6080,96.42942030899248,83301.0
6081,107.07923508801555,83316.0
6114,2.3450058652300507,94116.0
6119,98.35225048923681,83211.0
6134,94.99526805099372,98563.0
6159,102.68510984540278,89101.0
6180,97.75314838050096,81003.0
6211,-28.04403396963625,94070.0
6221,118.04801953336951,29676.0
6241,104.2645011600928,89106.0
6299,-32.24343733915047,94087.0
6341,102.47153442978495,89030.0
6380,-3.416153405678697,94709.0
6394,-15.449149816480213,94086.0
6426,105.29063823572368,83713.0
6446,94.87307026270216,83709.0
6448,-26.17071463444763,94404.0
6458,111.56992179091627,83714.0
6471,-13.609518184762521,98040.0
6489,99.0115707125123,83801.0
6491,112.33303650934995,14212.0
6516,107.1087961264764,83687.0
6524,100.42321223309764,83706.0
6538,99.41933899375483,83705.0
6543,95.56419404654136,86403.0
6548,101.60722665415295,83704.0
6558,117.11447708935911,83686.0
6580,100.89847757965669,83854.0
6605,102.34528006267135,83869.0
6607,94.85372695698639,83864.0
6618,103.92855272117752,83860.0
6623,97.41240434957713,83858.0
6633,102.31794812211346,83815.0
6635,-8.378969848183702,94707.0
6643,111.23529095696092,83822.0
6647,97.00628930817611,83814.0
6720,-9.91631469870667,94131.0
6723,148.69332287991634,83429.0
6731,95.50962530079065,83619.0
6735,98.70179194144254,83617.0
6750,1.7376913529168463,44454.0
6751,99.73726831023933,83607.0
6759,120.39436218678819,83605.0
6770,135.3984939983598,83334.0
6796,100.13304305757136,83420.0
6816,101.0530346544132,14301.0
6822,-18.865204551498266,94127.0
6834,-2.420432609018464,94306.0
6835,112.49102656137832,83655.0
6841,115.81426399139562,83651.0
6854,109.38200735491972,83647.0
6861,101.01016559043538,83646.0
6873,105.3362022592792,83676.0
6890,117.3319057815846,83661.0
6895,107.31540676394515,83660.0
6897,106.70200312174819,83669.0
6910,-5.410302873414453,61813.0
6912,126.9216205982582,83628.0
6923,199.11374691810488,83626.0
6938,121.7140487142749,83644.0
6948,114.13634196726522,83642.0
6949,101.45391818629867,83634.0
6954,122.57021976730518,83641.0
6963,119.55507714388231,83639.0
7073,97.84713582517445,30122.0
7104,102.37142520889728,30105.0
7135,115.25324176568924,30088.0
7140,-23.880581369142156,94002.0
7159,97.69174965376246,30083.0
7184,108.47041310011164,80420.0
7378,102.499162479062,12817.0
7500,104.23692862445644,30168.0
7550,-44.86592296358661,94040.0
7565,-20.240837007304076,62661.0
7582,109.80310012568074,2534.0
7615,-0.3370340999206919,62692.0
7636,-7.928063790247405,94030.0
7670,108.85185185185185,29692.0
7681,-20.62536515378984,95070.0
7682,0.7404417049851795,94061.0
7739,97.0093294969047,29926.0
7747,-36.86687278348641,94041.0
7766,98.49655243921407,89115.0
7838,94.78868399954186,30058.0
7899,-45.356355785258025,94010.0
7943,113.79196295683808,30035.0
7951,100.04002058201361,30034.0
7963,-1.1500277089231317,94025.0
8077,103.49349487161835,85017.0
8091,105.53193062899827,85019.0
8141,98.89080825529594,51571.0
8156,96.44910999543588,85009.0
8223,109.061135371179,85031.0
8227,108.95016059763978,85033.0
8228,103.75337381916329,85342.0
8233,110.63039582993973,85040.0
8240,107.1320800880806,85037.0
8249,113.42530282637955,85035.0
8260,104.75586556753329,85354.0
8267,128.933623880184,85363.0
8327,104.71868200186512,85041.0
8363,-9.864213018587893,95130.0
8385,108.251953125,84722.0
8417,104.54153740089622,5751.0
8466,-24.06096270417945,95129.0
8475,99.42289822467843,85392.0
